INC_IR_NO,INC_DATE,INC_YEAR,INC_TIME,INC_DAY_WEEK,INC_LOC_COUNTY,HUNDRED_BLOCK,INC_CITY,INC_STATE,INC_ZIPCODE,INC_PRECINCT,CIT_NUMBER,CIT_GENDER,CIT_AGE,SUBJ_AGE_GROUP,CIT_RACE,CIT_ETHNICITY,SIMPLE_SUBJ_RE_GRP,CITIZEN_CHARGE,PGP_COUNT
"202200001060138","07/15/2022","2022","15:05","Friday","823 Beat","Not Available","Phoenix","AZ","85031","Maryvale/Estrella Precinct","36158","Male","16","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001061599","07/15/2022","2022","19:41","Friday","924 Beat","2XXX West Peoria Avenue","Phoenix","AZ","85051","Cactus Park Precinct","35843","Male","20","20s","Black","Non-Hispanic","Black or African American","None","1"
"202200001061599","07/15/2022","2022","19:41","Friday","924 Beat","2XXX West Peoria Avenue","Phoenix","AZ","85051","Cactus Park Precinct","10263","Male","36","30s","Black","Non-Hispanic","Black or African American","None","1"
"202200001060254","07/15/2022","2022","15:39","Friday","424 Beat","8X East Southern Avenue","Phoenix","AZ","85040","South Mountain Precinct","36152","Male","16","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001061295","07/15/2022","2022","19:13","Friday","614 Beat","1XXX West Missouri Avenue","Phoenix","AZ","85015","Desert Horizon Precinct","36704","Male","27","20s","Black","Non-Hispanic","Black or African American","None","1"
"202200001042724","07/15/2022","2022","04:02","Friday","623 Beat","2XXX West Butler Drive","Phoenix","AZ","85051","Desert Horizon Precinct","36607","Male","31","30s","Black","Non-Hispanic","Black or African American","None","1"
"202200001068154","07/16/2022","2022","23:03","Saturday","423 Beat","2XXX East Illini Street","Phoenix","AZ","85040","South Mountain Precinct","36892","Male","13","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001066863","07/16/2022","2022","19:13","Saturday","632 Beat","1XXXX North 36th Street","Phoenix","AZ","85032","Desert Horizon Precinct","36267","Male","28","20s","White","Non-Hispanic","White","None","1"
"202200001067700","07/16/2022","2022","21:25","Saturday","824 Beat","Not Available","Not Available","Not Available","Not Available","Maryvale/Estrella Precinct","36195","Male","31","30s","White","Hispanic","Hispanic","Traffic Criminal","1"
"202200001063420","07/16/2022","2022","05:14","Saturday","932 Beat","2XXX West Bell Road","Phoenix","AZ","85053","Cactus Park Precinct","36257","Male","32","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001067387","07/16/2022","2022","20:26","Saturday","915 Beat","2XXX West Mclellan Boulevard","Phoenix","AZ","85017","Cactus Park Precinct","36198","Male","22","20s","White","Hispanic","Hispanic","Traffic Civil","1"
"202200001063271","07/16/2022","2022","04:00","Saturday","721 Beat","1XXX North 22nd Place","Phoenix","AZ","85006","Mountain View Precinct","37039","Male","23","20s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202200001062775","07/16/2022","2022","00:24","Saturday","814 Beat","3XXX North 75th Drive","Phoenix","AZ","85033","Maryvale/Estrella Precinct","36540","Male","22","20s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202200001072981","07/17/2022","2022","21:34","Sunday","224 Beat","1XXX West Bell Road","Phoenix","AZ","85374","Black Mountain Precinct","36191","Male","41","40s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001070263","07/17/2022","2022","11:25","Sunday","825 Beat","1XXX North Black Canyon Highway","Phoenix","AZ","85009","Maryvale/Estrella Precinct","36209","Female","23","20s","Black","Non-Hispanic","Black or African American","None","1"
"202200001053115","07/17/2022","2022","13:11","Sunday","221 Beat","2XXX West Thunderbird Road","Phoenix","AZ","85023","Black Mountain Precinct","36284","Male","33","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001073063","07/17/2022","2022","21:50","Sunday","723 Beat","4XXX East Lewis Avenue","Phoenix","AZ","85008","Mountain View Precinct","36235","Female","22","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001072832","07/17/2022","2022","21:30","Sunday","Out of City Beat","3XXX West Bell Road","Phoenix","AZ","85031","Out of City","36199","Male","29","20s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202200001072693","07/17/2022","2022","21:05","Sunday","621 Beat","1XXX West Cortez Street","Phoenix","AZ","85029","Desert Horizon Precinct","26634","Male","25","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001072132","07/17/2022","2022","18:31","Sunday","911 Beat","2XXX West Mariposa Street","Phoenix","AZ","85017","Cactus Park Precinct","36429","Male","29","20s","White","Hispanic","Hispanic","None","1"
"202200001071353","07/17/2022","2022","14:59","Sunday","623 Beat","8XXX North 19th Avenue","Phoenix","AZ","85015","Desert Horizon Precinct","36708","Male","33","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001076063","07/18/2022","2022","13:12","Monday","516 Beat","1XXX East Monroe Street","Phoenix","AZ","85034","Central City Precinct","36617","Male","42","40s","American Indian / Alaskan Native","Non-Hispanic","Other","Criminal Felony","1"
"202200001077763","07/18/2022","2022","20:14","Monday","931 Beat","1XXXX North 47th Drive","Glendale","AZ","85304","Cactus Park Precinct","36221","Female","49","40s","White","Non-Hispanic","White","None","1"
"202200001077937","07/18/2022","2022","22:48","Monday","625 Beat","2XXX West Augusta Avenue","Phoenix","AZ","85021","Desert Horizon Precinct","36796","Male","50","50s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001078485","07/18/2022","2022","22:52","Monday","924 Beat","2XXX West Peoria Avenue","Phoenix","AZ","85021","Cactus Park Precinct","36445","Male","26","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001077763","07/18/2022","2022","20:14","Monday","931 Beat","1XXXX North 47th Drive","Glendale","AZ","85304","Cactus Park Precinct","36222","Male","29","20s","White","Non-Hispanic","White","None","1"
"202200001075221","07/18/2022","2022","10:30","Monday","732 Beat","7X East Weldon Avenue","Phoenix","AZ","85012","Mountain View Precinct","36239","Male","57","50s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001079271","07/19/2022","2022","03:42","Tuesday","515 Beat","Not Available","Phoenix","AZ","85007","Central City Precinct","31399","Male","40","40s","White","Hispanic","Hispanic","None","1"
"202200000576740","07/19/2022","2022","20:29","Tuesday","823 Beat","4XXX West Indian School Road","Phoenix","AZ","85019","Maryvale/Estrella Precinct","36326","Male","38","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001082278","07/19/2022","2022","16:17","Tuesday","Maricopa","4XXX West Ocotillo Road","Glendale","AZ","85301","Out of City","37330","Male","29","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001082578","07/19/2022","2022","17:25","Tuesday","832 Beat","5XXX West Van Buren Street","Phoenix","AZ","85043","Maryvale/Estrella Precinct","36360","Female","28","20s","Black","Non-Hispanic","Black or African American","None","1"
"202200001080957","07/19/2022","2022","12:01","Tuesday","823 Beat","4XXX West Amelia Avenue","Phoenix","AZ","85031","Maryvale/Estrella Precinct","37516","Male","33","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001083622","07/19/2022","2022","22:39","Tuesday","422 Beat","5XXX South 7th Street","Phoenix","AZ","85040","South Mountain Precinct","37060","Male","54","50s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001084642","07/20/2022","2022","07:03","Wednesday","812 Beat","8XXX West Monte Vista Road","Phoenix","AZ","85037","Maryvale/Estrella Precinct","36273","Male","53","50s","White","Non-Hispanic","White","None","1"
"202200001089122","07/20/2022","2022","23:20","Wednesday","924 Beat","2XXX West Peoria Avenue","Phoenix","AZ","85017","Cactus Park Precinct","36431","Male","21","20s","White","Non-Hispanic","White","None","1"
"202200001086226","07/20/2022","2022","12:42","Wednesday","933 Beat","2XXX West Villa Rita Drive","Phoenix","AZ","85053","Cactus Park Precinct","36439","Female","27","20s","White","Non-Hispanic","White","Criminal Misdemeanor","1"
"202200001089188","07/20/2022","2022","23:46","Wednesday","922 Beat","3XXX West Dunlap Avenue","Phoenix","AZ","85051","Cactus Park Precinct","36436","Male","34","30s","Black","Non-Hispanic","Black or African American","None","1"
"202200001085249","07/20/2022","2022","09:28","Wednesday","822 Beat","5XXX West Roma Avenue","Phoenix","AZ","85031","Maryvale/Estrella Precinct","36270","Female","33","30s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202200001086114","07/20/2022","2022","19:36","Wednesday","425 Beat","2XXX East Valencia Drive","Phoenix","AZ","85042","South Mountain Precinct","36895","Male","29","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001089188","07/20/2022","2022","23:46","Wednesday","922 Beat","3XXX West Dunlap Avenue","Phoenix","AZ","85051","Cactus Park Precinct","36435","Male","38","30s","Black","Non-Hispanic","Black or African American","None","1"
"202200001088613","07/20/2022","2022","20:19","Wednesday","824 Beat","2XXX North 43rd Avenue","Phoenix","AZ","85009","Maryvale/Estrella Precinct","36378","Male","20","20s","White","Non-Hispanic","White","None","1"
"202200001086226","07/20/2022","2022","12:42","Wednesday","933 Beat","2XXX West Villa Rita Drive","Phoenix","AZ","85053","Cactus Park Precinct","36438","Male","35","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001085462","07/20/2022","2022","10:54","Wednesday","223 Beat","1XXXX North 14th Avenue","Phoenix","AZ","85023","Black Mountain Precinct","36466","Female","26","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001087363","07/20/2022","2022","15:45","Wednesday","514 Beat","7XX West Mohave Street","Phoenix","AZ","85007","Central City Precinct","22899","Male","24","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202200001086114","07/20/2022","2022","12:23","Wednesday","425 Beat","3XXX East Harwell Road","Phoenix","AZ","85042","South Mountain Precinct","25403","Male","39","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001088952","07/20/2022","2022","22:24","Wednesday","623 Beat","8XXX North 19th Avenue","Phoenix","AZ","85015","Desert Horizon Precinct","36684","Male","34","30s","American Indian / Alaskan Native","Non-Hispanic","Other","Criminal Felony","1"
"202200001085249","07/20/2022","2022","09:28","Wednesday","822 Beat","5XXX West Roma Avenue","Phoenix","AZ","85031","Maryvale/Estrella Precinct","36269","Male","24","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001088437","07/20/2022","2022","19:49","Wednesday","821 Beat","5XXX West Windsor Avenue","Phoenix","AZ","85035","Maryvale/Estrella Precinct","37323","Male","26","20s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202200001085462","07/20/2022","2022","10:54","Wednesday","223 Beat","1XXXX North 14th Avenue","Phoenix","AZ","85023","Black Mountain Precinct","33706","Male","36","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001085462","07/20/2022","2022","10:54","Wednesday","223 Beat","1XXXX North 14th Avenue","Phoenix","AZ","85023","Black Mountain Precinct","36465","Female","27","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001088613","07/20/2022","2022","20:19","Wednesday","824 Beat","2XXX North 43rd Avenue","Phoenix","AZ","85009","Maryvale/Estrella Precinct","36377","Female","36","30s","White","Non-Hispanic","White","None","1"
"202200001089122","07/20/2022","2022","23:20","Wednesday","924 Beat","2XXX West Peoria Avenue","Phoenix","AZ","85017","Cactus Park Precinct","36430","Male","43","40s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001089122","07/20/2022","2022","23:20","Wednesday","924 Beat","2XXX West Peoria Avenue","Phoenix","AZ","85017","Cactus Park Precinct","36432","Male","41","40s","White","Hispanic","Hispanic","None","1"
"202200001085462","07/20/2022","2022","10:54","Wednesday","223 Beat","1XXXX North 14th Avenue","Phoenix","AZ","85023","Black Mountain Precinct","36464","Male","24","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202200001083731","07/20/2022","2022","22:47","Wednesday","421 Beat","2XX West Cody Drive","Phoenix","AZ","85041","South Mountain Precinct","41829","Male","21","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001089188","07/20/2022","2022","23:46","Wednesday","922 Beat","3XXX West Dunlap Avenue","Phoenix","AZ","85051","Cactus Park Precinct","36434","Male","27","20s","Black","Non-Hispanic","Black or African American","None","1"
"202200001092198","07/21/2022","2022","15:12","Thursday","933 Beat","2XXX West Villa Maria Drive","Phoenix","AZ","85053","Cactus Park Precinct","36441","Male","26","20s","White","Non-Hispanic","White","None","1"
"202200001092055","07/21/2022","2022","15:20","Thursday","514 Beat","Not Available","Phoenix","AZ","85007","Central City Precinct","36475","Male","23","20s","White","Hispanic","Hispanic","None","1"
"202200001093177","07/21/2022","2022","18:00","Thursday","732 Beat","3XXX North 3rd Street","Phoenix","AZ","85012","Mountain View Precinct","36520","Female","50","50s","White","Non-Hispanic","White","None","1"
"202200001037631","07/21/2022","2022","14:53","Thursday","212 Beat","2XXXX North 7th Street","Phoenix","AZ","85024","Black Mountain Precinct","36862","Male","21","20s","Black","Unknown","Black or African American","Criminal Felony","1"
"202200001094360","07/21/2022","2022","23:02","Thursday","621 Beat","1XXXX North 19th Avenue","Phoenix","AZ","85029","Desert Horizon Precinct","36789","Male","27","20s","Black","Non-Hispanic","Black or African American","Traffic Criminal","1"
"202200001090626","07/21/2022","2022","09:49","Thursday","Maricopa","6XXX South 66th Avenue","Laveen","AZ","85339","Out of City","37651","Male","18","<20","Black","Non-Hispanic","Black or African American","None","1"
"202200001092198","07/21/2022","2022","15:12","Thursday","933 Beat","2XXX West Villa Maria Drive","Phoenix","AZ","85053","Cactus Park Precinct","36440","Female","44","40s","White","Non-Hispanic","White","None","1"
"202200001089672","07/21/2022","2022","03:56","Thursday","831 Beat","7XXX West Forest Grove Avenue","Phoenix","AZ","85043","Maryvale/Estrella Precinct","36501","Female","45","40s","White","Non-Hispanic","White","None","1"
"202200001092055","07/21/2022","2022","15:20","Thursday","514 Beat","Not Available","Phoenix","AZ","85007","Central City Precinct","36476","Male","31","30s","White","Hispanic","Hispanic","None","1"
"202200001092465","07/21/2022","2022","15:59","Thursday","224 Beat","1XXXX North 19th Avenue","Phoenix","AZ","85023","Black Mountain Precinct","36313","Male","1","<20","Black","Non-Hispanic","Black or African American","None","1"
"202200001098042","07/22/2022","2022","20:20","Friday","823 Beat","4XXX West Indian School Road","Phoenix","AZ","85031","Maryvale/Estrella Precinct","36357","Male","29","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202200001097680","07/22/2022","2022","16:05","Friday","822 Beat","Not Available","Phoenix","AZ","85031","Maryvale/Estrella Precinct","34668","Male","42","40s","White","Non-Hispanic","White","Criminal Felony","1"
